# PeekMicrobiome — abundance matrix, taxonomic (relative) abundance in %
# reference database: Human gut [human-gut] — MGnify human-gut v2.0.2
# database file: human-gut.syldb — https://zenodo.org/api/records/21842023/files/human-gut.syldb/content
# database DOI: 10.5281/zenodo.21842023
# database: genomes=4744, k=31, c=200, catalogue_species=4744
# matrix: 624 species x 84 samples
# exported: 2026-08-09T09:26:40.732Z
# every abundance below is relative to the reference database named above and to nothing else: sylph reports the closest genomes that database contains, and reports nothing at all about species it does not contain. A sample from another environment still produces a full, plausible table.
# reference per sample: ERR14098571=Human gut; ERR14098572=Human gut; ERR14098573=Human gut; ERR14098574=Human gut; ERR14098575=Human gut; ERR14098577=Human gut; ERR14098576=Human gut; ERR14098578=Human gut; ERR14098579=Human gut; ERR14098580=Human gut; ERR14098581=Human gut; ERR14098582=Human gut; ERR14098583=Human gut; ERR14098584=Human gut; ERR14098585=Human gut; ERR14098586=Human gut; ERR14098587=Human gut; ERR14098588=Human gut; ERR14098589=Human gut; ERR14098590=Human gut; ERR14098591=Human gut; ERR14098592=Human gut; ERR14098593=Human gut; ERR14098594=Human gut; ERR14098596=Human gut; ERR14098595=Human gut; ERR14098597=Human gut; ERR14098598=Human gut; ERR14098600=Human gut; ERR14098599=Human gut; ERR14098601=Human gut; ERR14098602=Human gut; ERR14098603=Human gut; ERR14098604=Human gut; ERR14098606=Human gut; ERR14098605=Human gut; ERR14098607=Human gut; ERR14098608=Human gut; ERR14098610=Human gut; ERR14098609=Human gut; ERR14098611=Human gut; ERR14098612=Human gut; ERR14098614=Human gut; ERR14098613=Human gut; ERR14098616=Human gut; ERR14098615=Human gut; ERR14098618=Human gut; ERR14098617=Human gut; ERR14098620=Human gut; ERR14098619=Human gut; ERR14098622=Human gut; ERR14098621=Human gut; ERR14098624=Human gut; ERR14098623=Human gut; ERR14098626=Human gut; ERR14098625=Human gut; ERR14098628=Human gut; ERR14098627=Human gut; ERR14098629=Human gut; ERR14098630=Human gut; ERR14098631=Human gut; ERR14098632=Human gut; ERR14098633=Human gut; ERR14098634=Human gut; ERR14098637=Human gut; ERR14098636=Human gut; ERR14098638=Human gut; ERR14098639=Human gut; ERR14098640=Human gut; ERR14098641=Human gut; ERR14098642=Human gut; ERR14098643=Human gut; ERR14098644=Human gut; ERR14098645=Human gut; ERR14098646=Human gut; ERR14098647=Human gut; ERR14098649=Human gut; ERR14098648=Human gut; ERR14098651=Human gut; ERR14098650=Human gut; ERR14098652=Human gut; ERR14098653=Human gut; ERR14098654=Human gut; ERR14098655=Human gut
species	genome	ERR14098571	ERR14098572	ERR14098573	ERR14098574	ERR14098575	ERR14098577	ERR14098576	ERR14098578	ERR14098579	ERR14098580	ERR14098581	ERR14098582	ERR14098583	ERR14098584	ERR14098585	ERR14098586	ERR14098587	ERR14098588	ERR14098589	ERR14098590	ERR14098591	ERR14098592	ERR14098593	ERR14098594	ERR14098596	ERR14098595	ERR14098597	ERR14098598	ERR14098600	ERR14098599	ERR14098601	ERR14098602	ERR14098603	ERR14098604	ERR14098606	ERR14098605	ERR14098607	ERR14098608	ERR14098610	ERR14098609	ERR14098611	ERR14098612	ERR14098614	ERR14098613	ERR14098616	ERR14098615	ERR14098618	ERR14098617	ERR14098620	ERR14098619	ERR14098622	ERR14098621	ERR14098624	ERR14098623	ERR14098626	ERR14098625	ERR14098628	ERR14098627	ERR14098629	ERR14098630	ERR14098631	ERR14098632	ERR14098633	ERR14098634	ERR14098637	ERR14098636	ERR14098638	ERR14098639	ERR14098640	ERR14098641	ERR14098642	ERR14098643	ERR14098644	ERR14098645	ERR14098646	ERR14098647	ERR14098649	ERR14098648	ERR14098651	ERR14098650	ERR14098652	ERR14098653	ERR14098654	ERR14098655
CAG-1427 sp000435675	MGYG000004083.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.9863	3.8695	3.9803	3.7372	3.2114	3.4136	3.9672	3.9524	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0411	4.0248	4.1112	0.3011	0.4221	0.3966	0.0000	0.0000	0.0000	0.0832	0.0604	0.0765	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Butyrivibrio_A crossotus	MGYG000001319.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.3657	3.5221	3.4502	3.8569	3.2213	3.1548	3.4338	3.5544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2257	1.2400	1.4142	1.2590	1.5014	1.6254	1.2812	1.2844	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.1126	3.1836	2.6912	1.3261	1.4261	1.3761	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CAG-180 sp000432435	MGYG000004323.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6807	3.7950	3.7287	3.7644	2.8765	2.7534	3.7371	3.8034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8365	0.7668	0.8209	0.8391	1.1264	0.9535	0.7960	0.8111	0.5761	0.6012	0.6305	0.6016	0.8389	0.7441	0.6289	0.6439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.7743	3.7505	3.0919	3.7628	2.7718	2.9506	3.8063	3.7576	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.5964	3.7477	3.5899	0.3969	0.3079	0.3326	0.5834	0.6591	0.6229	0.0000	0.0000	0.0000	3.5991	3.6562	3.6487	0.0000	0.0000	0.0000
CAG-313 sp003539625	MGYG000004451.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.5861	3.3852	3.4670	3.7712	2.8154	2.8559	3.4384	3.5805	1.0847	1.0338	1.0426	1.0871	1.4232	1.2776	1.1000	0.9850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1415	1.2012	1.0566	0.0501	0.0000	0.0502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UBA7173 sp900546835	MGYG000000667.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6717	3.6991	3.6989	3.5057	3.1982	2.7478	3.6872	3.6725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3882	2.1935	2.1708	2.3939	2.5778	2.3198	2.1955	2.4459	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0582	0.0773	0.0891	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9063	2.9824	2.9466	0.0000	0.0000	0.0000	0.3918	0.3585	0.3566
UBA11524 sp000437595	MGYG000003891.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9816	2.0984	1.9868	1.8601	2.4202	1.9472	2.1343	2.0423	0.3583	0.3330	0.2779	0.2918	0.0000	0.0000	0.3011	0.3068	3.3065	3.2810	2.3573	3.2515	2.7503	2.5601	2.2874	3.3145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1874	0.1912	0.1728	3.4022	3.5321	3.3829	0.0000	0.0000	0.0000	0.4263	0.4335	0.3868
Faecalibacterium prausnitzii_F	MGYG000001255.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6329	0.6493	0.6388	0.5879	0.8762	1.0154	0.6037	0.7195	3.4864	3.3803	3.5086	2.3231	2.9115	3.2511	3.5099	2.7228	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2039	1.1706	1.0857	1.1498	1.2661	1.4866	1.1665	1.1532	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6605	0.6511	0.6953	3.2437	3.1157	3.4487	1.2870	1.2685	1.3984	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Faecalibacterium prausnitzii_D	MGYG000002272.fna	0.5374	0.5865	0.5614	0.5732	0.0000	0.0000	0.5227	0.5243	1.0414	0.9976	1.0170	1.0482	1.5226	1.4940	0.9745	1.0696	0.5111	0.5378	0.5578	0.5878	0.0000	0.0000	0.5958	0.0000	0.0000	0.4075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4917	0.5081	0.5433	0.4998	0.0000	0.0000	0.5493	0.4962	0.8103	0.7903	0.7592	0.7991	1.2255	1.0507	0.8050	0.8402	2.1116	3.4561	2.0707	3.4237	2.8825	2.5564	2.1246	3.4551	1.3225	1.3008	1.2040	1.2448	1.5552	1.8172	1.2134	1.3024	0.4540	0.4490	1.0893	1.0088	1.1576	0.4670	0.4265	0.4743	0.3805	0.4122	0.4177	0.7742	0.7397	0.7763	3.2033	3.3203	3.4328	1.2004	1.2789	1.4374
CAG-170 sp900545925	MGYG000000370.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.3475	2.7223	3.3205	2.2981	2.8759	2.9664	2.5266	2.6534	1.5478	1.5991	1.4990	1.5537	2.0787	1.6658	1.5491	1.5463	0.4273	0.4113	0.4179	0.4169	0.6114	0.7357	0.4584	0.4057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0552	0.0515	3.1386	3.0799	3.2284	0.2925	0.3424	0.3398	0.2391	0.1233	0.1336	0.0963	0.0871	0.1030	0.0000	0.0000	0.0000
CAG-841 sp900544285	MGYG000003465.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2932	3.1610	2.6816	3.1993	2.4047	2.4220	3.1983	3.2566	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2162	3.1392	3.2695	0.0464	0.0827	0.0755	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CAG-878 sp000432255	MGYG000002607.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9237	1.9568	2.1800	3.1058	2.0831	2.5253	1.8593	2.2261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0678	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CAG-83 sp001916855	MGYG000004196.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2184	2.0738	2.1242	2.1026	2.4328	2.8037	2.2010	2.1272	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4898	0.5115	0.4782	0.5381	0.6821	0.6372	0.5070	0.4838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2085	0.2090	0.1975	2.6327	2.4805	3.0811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4071	0.3953	0.5723	0.0000	0.0000	0.0000
Alistipes sp900544265	MGYG000002082.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3316	3.0371	2.9928	2.0475	2.6074	2.0255	2.3982	2.4326	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0392	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CAG-452 sp000434035	MGYG000001677.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2894	2.9853	2.6148	2.4125	2.4876	2.2654	2.4844	2.3156	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9269	2.9855	2.8738	0.0560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Alistipes putredinis	MGYG000001302.1.fna	1.6818	1.6905	1.6259	1.5307	1.9315	2.2386	1.6751	1.6526	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.4223	2.4153	2.4304	2.2099	2.5407	2.7807	2.4618	2.1955	0.4916	0.4667	0.4928	0.4226	1.1405	0.8811	0.4603	0.4613	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8977	0.9645	1.0158	0.9158	1.1443	1.0470	0.8943	0.8524	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0198	1.8604	0.0000	0.0000	0.0000	2.5824	2.5690	2.6558	0.0977	0.0625	0.1173	0.9230	0.9626	0.9319	0.0000	0.0000	0.1039	0.1321	0.1265	0.1714
RUG115 sp900066395	MGYG000000154.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3537	0.2964	0.3373	0.3017	0.0000	0.0000	0.3067	0.2611	0.6657	0.6387	0.6491	0.6006	0.8811	0.8341	0.6305	0.5766	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3448	2.1934	2.1762	2.4752	2.5606	2.5908	2.2018	2.3518	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1788	0.1654	0.2177	0.6051	0.5751	0.5803	0.0000	0.0000	0.0000	2.5250	2.7519	2.3438
CAG-628 sp000438415	MGYG000004379.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9741	2.1075	2.0210	1.8663	2.5865	2.0242	2.0726	1.9321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6475	2.6473	2.3447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Phocaeicola coprocola	MGYG000001306.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8350	1.8167	1.9093	1.6743	2.4919	2.2966	1.9040	1.7534	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8456	1.8864	1.9462	0.0000	0.0000	0.0000	0.3524	0.3442	0.3961
Acetatifactor sp900066565	MGYG000000217.fna	0.3988	0.4396	0.3312	0.4511	0.0000	0.0000	0.4022	0.4027	0.3369	0.2690	0.2916	0.3032	0.0000	0.0000	0.2935	0.3460	0.9826	0.9936	0.9056	1.0287	1.4017	1.7627	0.9339	0.9992	1.8655	1.7480	1.8126	1.9457	2.4369	2.0067	1.8035	1.8795	0.5069	0.5406	0.5496	0.5198	0.7350	0.8608	0.5149	0.5050	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6464	1.6857	1.6620	1.6636	1.9176	2.0728	1.7023	1.6372	0.3136	0.2867	0.1938	0.1843	0.2039	0.9170	0.8954	0.8807	0.4763	0.4563	0.4566	0.0000	0.0000	0.0000	0.1354	0.1447	0.0831	1.7576	1.6943	1.7088
Bacteroides faecis	MGYG000002281.fna	1.8618	1.8253	1.8929	1.9010	2.3305	2.4140	1.9126	1.9373	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2967	0.3217	0.2765	0.3222	0.0000	0.0000	0.2952	0.2846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4971	0.5421	0.5622	0.4964	0.7963	0.6995	0.5157	0.4911	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2349	2.2823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3773	0.3772	0.3665	0.0000	0.0000	0.0000	0.1409	0.1830	0.1551
Eisenbergiella sp900066775	MGYG000003702.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7508	0.7070	0.7933	0.7590	1.0091	1.1336	0.7116	0.7477	0.9412	0.9183	0.9271	0.9591	1.3237	1.6879	0.8503	0.9351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7861	1.8117	1.9109	1.7961	2.4051	2.1277	1.8359	1.7933	0.7143	0.6494	0.6931	0.7075	1.0118	0.9643	0.6512	0.7533	0.0000	0.4438	0.3963	0.4107	0.0000	0.0000	0.0000	0.3317	0.0000	0.0000	0.7426	0.7203	0.7014	0.9156	0.9735	0.9315	0.0000	0.0000	0.0000	2.3868	2.0042	2.3004	0.6003	0.5577	0.5808	0.5682	0.5369	0.5104
Dialister succinatiphilus	MGYG000001397.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3832	1.4397	1.3685	1.3590	1.5569	1.6297	1.3385	1.3593	1.8415	1.8254	1.9137	1.8556	1.9289	2.3488	1.6900	1.8384	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1101	2.1439	2.2829	0.0000	0.0000	0.0413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Gemmiger formicilis	MGYG000000084.fna	0.8061	0.8182	0.8161	0.6459	1.1355	1.3304	0.9052	0.8123	1.4202	1.5000	1.5905	1.4840	1.6633	1.7512	1.4832	1.5815	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0053	1.9931	1.7892	1.8890	2.3461	2.1905	1.7444	1.8484	0.8316	0.9602	0.8392	0.8216	0.9459	1.1386	0.9123	0.9591	0.7444	0.7570	1.8253	1.7045	1.8265	0.3553	0.3732	0.4194	0.1645	0.1783	0.2200	0.0000	0.0000	0.0000	1.9734	2.1180	2.2791	0.7988	0.8522	0.8957
Faecalibacterium prausnitzii_E	MGYG000000195.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7518	1.7193	1.9174	1.7527	1.9086	2.2061	1.7443	1.7400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0337	1.0737	1.0497	0.9917	1.7433	1.3504	1.0697	0.9883	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2566	1.3116	1.2262	1.1657	1.7475	1.4675	1.2040	1.2307	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9575	1.9863	2.3150	0.3884	0.3967	0.4488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2396	1.3408	1.3928	0.0000	0.0000	0.0000
CAG-533 sp000434495	MGYG000002175.fna	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8113	1.6053	1.5251	1.7010	2.1441	2.3100	1.7844	1.8926	1.8091	1.5389	1.7373	1.4933	1.9410	2.0237	1.7098	1.5767	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7945	2.0646	1.8192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Faecalibacterium prausnitzii_C	MGYG000004679.fna	0.0000	0.0000	0.0000	0.0000	0.0000	1.1575	0.0000	0.6268	0.0000	0.0000	0.0000	0.0000	2.3028	2.2768	0.0000	0.0000	0.6794	0.5207	0.6876	0.6767	0.9438	0.0000	0.7534	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4430	0.0000	0.0000	0.0000	0.0000	0.0000	0.4350	0.5554	0.7112	0.0000	0.0000	1.0060	0.0000	0.0000	1.0390	1.4452	1.2714	0.0000	1.0498	0.0000	0.0000	0.0000	0.5412	0.0000	0.0000	0.5062	0.6983	0.9654	0.9750	0.8964	0.0000	0.9631	1.2787	0.9239	0.9188	0.0000	0.5803	0.0000	0.0000	0.0000	0.8717	0.8994	0.9675	0.3606	0.4242	0.0000	1.2023	1.2700	0.0000	0.6679	0.0000	0.6326	0.0000	0.0000	1.0470
Roseburia sp900552665	MGYG000000271.fna	1.6238	1.5853	1.5654	1.6486	2.2699	1.8928	1.5156	1.5761	0.5040	0.5271	0.5487	0.5530	0.8340	0.8878	0.5199	0.6080	0.7433	0.7534	0.7333	0.7992	1.1946	1.4486	0.7297	0.7321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3472	0.3374	0.3547	0.3010	0.0000	0.0000	0.2837	0.2934	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7015	0.7262	0.8051	0.7015	1.0885	0.8668	0.6941	0.7089	1.5318	1.5181	1.4519	1.5970	1.6666	1.6724	1.4876	1.5170	1.7468	1.8184	0.4580	0.4635	0.4631	0.6721	0.6600	0.6364	0.1897	0.1759	0.1715	0.0000	0.0000	0.0000	0.6729	0.6898	0.6605	1.5698	1.5514	1.5488
